Timestamp,Value
2024-04-09 14:13:25.729489,552
2024-04-09 14:13:56.395108,555
2024-04-09 14:14:27.074566,551
2024-04-09 14:14:57.773048,551
2024-04-09 14:15:28.452369,550
2024-04-09 14:15:59.121414,548
2024-04-09 14:16:29.786991,548
2024-04-09 14:17:00.462021,553
2024-04-09 14:17:31.161480,553
2024-04-09 14:18:01.848706,553
2024-04-09 14:18:32.512889,554
2024-04-09 14:19:03.177618,553
2024-04-09 14:19:33.856193,549
2024-04-09 14:20:04.558547,552
2024-04-09 14:20:35.241668,550
2024-04-09 14:21:05.920113,553
2024-04-09 14:21:36.604866,549
2024-04-09 14:22:07.287236,551
2024-04-09 14:22:38.115157,553
2024-04-09 14:23:08.803183,550
2024-04-09 14:23:39.480349,551
2024-04-09 14:24:10.157359,552
2024-04-09 14:24:40.822465,549
2024-04-09 14:25:11.500234,553
2024-04-09 14:25:42.188695,550
2024-04-09 14:26:12.866613,551
2024-04-09 14:26:43.568431,554
2024-04-09 14:27:14.246404,553
2024-04-09 14:27:44.926823,554
2024-04-09 14:28:15.614693,553
2024-04-09 14:28:46.292089,550
2024-04-09 14:29:16.974678,551
2024-04-09 14:29:47.653273,556
2024-04-09 14:30:18.318047,554
2024-04-09 14:30:48.987960,553
2024-04-09 14:31:19.675223,552
2024-04-09 14:31:50.384294,557
2024-04-09 14:32:21.060027,554
2024-04-09 14:32:51.753577,555
2024-04-09 14:33:22.432382,555
2024-04-09 14:33:53.110650,551
2024-04-09 14:34:23.802847,555
2024-04-09 14:34:54.480247,552
2024-04-09 14:35:25.146354,557
2024-04-09 14:35:55.812628,553
2024-04-09 14:36:26.492061,550
2024-04-09 14:36:57.191560,553
2024-04-09 14:37:27.870643,552
2024-04-09 14:37:58.536248,555
2024-04-09 14:38:29.201891,554
2024-04-09 14:38:59.882085,553
2024-04-09 14:39:30.572605,551
2024-04-09 14:40:01.262959,551
2024-04-09 14:40:31.928785,551
2024-04-09 14:41:02.594831,554
2024-04-09 14:41:33.274941,554
2024-04-09 14:42:03.980545,552
2024-04-09 14:42:34.670706,552
2024-04-09 14:43:05.336273,556
2024-04-09 14:43:36.002831,553
2024-04-09 14:44:06.684065,555
2024-04-09 14:44:37.390988,556
2024-04-09 14:45:08.083928,551
2024-04-09 14:45:38.762322,552
2024-04-09 14:46:09.452180,553
2024-04-09 14:46:40.121805,556
2024-04-09 14:47:10.804870,553
2024-04-09 14:47:41.492937,553
2024-04-09 14:48:12.158832,552
2024-04-09 14:48:42.832925,555
2024-04-09 14:49:13.512487,551
2024-04-09 14:49:44.199523,555
2024-04-09 14:50:14.903035,554
2024-04-09 14:50:45.572938,554
2024-04-09 14:51:16.257271,551
2024-04-09 14:51:46.953001,555
2024-04-09 14:52:17.636079,358
2024-04-09 14:52:48.320136,559
2024-04-09 14:53:19.003143,558
2024-04-09 14:53:49.685267,561
2024-04-09 14:54:20.356738,560
2024-04-09 14:54:51.036711,561
2024-04-09 14:55:21.718502,564
2024-04-09 14:55:52.400972,560
2024-04-09 14:56:23.093045,565
2024-04-09 14:56:53.760895,561
2024-04-09 14:57:24.442015,564
2024-04-09 14:57:55.133238,562
2024-04-09 14:58:25.816249,564
2024-04-09 14:58:56.513591,562
2024-04-09 14:59:27.679261,565
2024-04-09 14:59:58.375728,566
2024-04-09 15:00:29.068524,565
2024-04-09 15:00:59.735786,564
2024-04-09 15:01:30.417837,563
2024-04-09 15:02:01.102149,563
2024-04-09 15:02:31.771368,563
2024-04-09 15:03:02.456668,567
2024-04-09 15:03:33.143796,568
2024-04-09 15:04:03.824895,567
2024-04-09 15:04:34.506796,567
2024-04-09 15:05:05.173582,567
2024-04-09 15:05:35.855470,568
2024-04-09 15:06:06.539899,564
2024-04-09 15:06:37.221823,567
2024-04-09 15:07:07.913734,566
2024-04-09 15:07:38.580301,568
2024-04-09 15:08:09.261524,568
2024-04-09 15:08:39.942616,566
2024-04-09 15:09:10.626462,564
2024-04-09 15:09:41.309030,567
2024-04-09 15:10:11.993680,568
2024-04-09 15:10:42.685740,568
2024-04-09 15:11:13.353186,568
2024-04-09 15:11:44.034449,568
2024-04-09 15:12:14.720326,568
2024-04-09 15:12:45.403741,568
2024-04-09 15:13:16.096353,565
2024-04-09 15:13:46.766920,565
2024-04-09 15:14:17.450278,566
2024-04-09 15:14:48.142193,566
2024-04-09 15:15:18.826402,566
2024-04-09 15:15:49.532762,566
2024-04-09 15:16:20.225548,566
2024-04-09 15:16:50.920510,568
2024-04-09 15:17:21.613119,565
2024-04-09 15:17:52.280336,566
2024-04-09 15:18:22.963219,759
2024-04-09 15:18:53.656617,567
2024-04-09 15:19:24.325577,567
2024-04-09 15:19:54.994425,568
2024-04-09 15:20:25.661766,567
2024-04-09 15:20:56.345824,568
2024-04-09 15:21:27.039902,568
2024-04-09 15:21:57.713635,567
2024-04-09 15:22:28.398107,571
2024-04-09 15:22:59.090590,328
2024-04-09 15:23:29.773919,333
2024-04-09 15:24:00.466937,1005
2024-04-09 15:24:31.135053,1001
2024-04-09 15:25:01.803006,1014
2024-04-09 15:25:32.474297,1015
2024-04-09 15:26:03.160507,1015
2024-04-09 15:26:33.850119,1015
2024-04-09 15:27:04.519809,1014
2024-04-09 15:27:35.190253,1015
2024-04-09 15:28:05.860132,1015
2024-04-09 15:28:36.543070,1015
2024-04-09 15:29:07.235640,1015
2024-04-09 15:29:37.919122,1015
2024-04-09 15:30:08.626915,1015
2024-04-09 15:30:39.319804,1015
2024-04-09 15:31:10.002568,1015
2024-04-09 15:31:40.687101,1015
2024-04-09 15:32:11.370703,1015
2024-04-09 15:32:42.063678,1015
2024-04-09 15:33:12.731851,1015
2024-04-09 15:33:43.415156,1015
2024-04-09 15:34:14.108309,1015
2024-04-09 15:34:44.791901,1015
2024-04-09 15:35:15.499426,1015
2024-04-09 15:35:46.192794,1015
2024-04-09 15:36:16.877080,1015
2024-04-09 15:36:47.570876,1015
2024-04-09 15:37:18.239696,1015
2024-04-09 15:37:48.929687,1015
2024-04-09 15:38:19.624172,1015
2024-04-09 15:38:50.293028,380
2024-04-09 15:39:20.968326,373
2024-04-09 15:39:51.653816,376
2024-04-09 15:40:22.337501,377
2024-04-09 15:40:53.033283,372
2024-04-09 15:41:23.703173,376
2024-04-09 15:41:54.386443,378
2024-04-09 15:42:25.078647,374
2024-04-09 15:42:55.768624,374
2024-04-09 15:43:26.464547,375
2024-04-09 15:43:57.132557,372
2024-04-09 15:44:27.816902,373
2024-04-09 15:44:58.510375,371
2024-04-09 15:45:29.193235,372
2024-04-09 15:45:59.878521,371
2024-04-09 15:46:30.547542,1014
2024-04-09 15:47:01.219048,1015
2024-04-09 15:47:31.900191,1015
2024-04-09 15:48:02.589128,1014
2024-04-09 15:48:33.282456,1015
2024-04-09 15:49:03.964505,1015
2024-04-09 15:49:34.650224,1015
2024-04-09 15:50:05.341387,1015
2024-04-09 15:50:36.033615,1015
2024-04-09 15:51:06.723160,1015
2024-04-09 15:51:37.412631,1015
2024-04-09 15:52:08.105479,1015
2024-04-09 15:52:38.777473,1015
2024-04-09 15:53:09.467491,1015
2024-04-09 15:53:40.182855,1015
2024-04-09 15:54:10.884977,1015
2024-04-09 15:54:41.574443,1015
2024-04-09 15:55:12.247360,1015
2024-04-09 15:55:42.933730,1015
2024-04-09 15:56:13.614020,1015
2024-04-09 15:56:44.285481,1015
2024-04-09 15:57:14.956963,1015
2024-04-09 15:57:45.628273,1015
2024-04-09 15:58:16.316244,1015
2024-04-09 15:58:47.027208,1015
2024-04-09 15:59:17.729572,1015
2024-04-09 15:59:48.444284,1015
2024-04-09 16:00:19.152619,1015
2024-04-09 16:00:49.869644,1015
2024-04-09 16:01:20.615057,1015
2024-04-09 16:01:51.297140,1015
2024-04-09 16:02:21.983932,1015
2024-04-09 16:02:52.667999,1015
2024-04-09 16:03:23.354922,1015
2024-04-09 16:03:54.066554,1015
2024-04-09 16:04:25.562867,1015
2024-04-09 16:04:56.250615,1015
2024-04-09 16:05:26.962861,1015
2024-04-09 16:05:57.659911,1015
2024-04-09 16:06:28.351347,1015
2024-04-09 16:06:59.052336,1015
