Timestamp,Value
2024-04-09 00:53:31.984860,25.967884063720703
2024-04-09 00:54:02.683781,25.59165954589844
2024-04-09 00:54:59.731773,25.52928924560547
2024-04-09 00:55:33.062864,25.502586364746094
2024-04-09 00:56:03.918559,25.455856323242188
2024-04-09 00:56:34.809860,25.53329467773437
2024-04-09 00:57:05.494559,25.62885284423828
2024-04-09 00:57:36.202509,25.691795349121094
2024-04-09 00:58:06.987620,25.673484802246094
2024-04-09 00:58:37.802595,25.703144073486328
2024-04-09 01:05:14.367858,26.31797790527344
2024-04-09 01:05:45.063806,26.95541381835937
2024-04-09 01:06:15.828205,27.344322204589844
2024-04-09 01:06:46.601395,27.516651153564453
2024-04-09 13:49:50.898032,22.66988754272461
2024-04-09 13:50:21.631457,22.533035278320312
2024-04-09 13:50:52.350556,22.49584197998047
2024-04-09 13:51:23.041282,23.14472198486328
2024-04-09 13:51:53.712187,22.88360595703125
2024-04-09 13:52:24.415952,22.761154174804688
2024-04-09 13:52:55.106279,22.616004943847656
2024-04-09 13:53:25.786353,22.739219665527344
2024-04-09 13:53:56.465660,22.488880157470703
2024-04-09 13:54:27.144570,22.916698455810547
2024-04-09 13:54:57.844951,22.485923767089844
2024-04-09 13:55:28.529992,22.306060791015625
2024-04-09 13:55:59.208221,21.96207046508789
2024-04-09 13:56:29.894225,21.793556213378903
2024-04-09 13:57:00.561592,22.153759002685547
2024-04-09 13:57:31.226020,22.00908660888672
2024-04-09 13:58:01.923986,21.824264526367188
2024-04-09 13:58:32.709309,21.88243865966797
2024-04-09 13:59:03.400167,21.82588577270508
2024-04-09 13:59:34.084716,21.78659439086914
2024-04-09 14:00:04.769729,22.86310195922852
2024-04-09 14:00:35.457717,21.95978164672852
2024-04-09 14:01:06.134324,22.81818389892578
2024-04-09 14:01:39.886864,22.00889587402344
2024-04-09 14:02:10.568112,21.80938720703125
2024-04-09 14:02:41.389036,21.985626220703125
2024-04-09 14:03:12.080329,21.981430053710938
2024-04-09 14:03:42.766201,21.87509536743164
2024-04-09 14:04:13.454080,21.58432006835937
2024-04-09 14:04:44.137771,21.83170318603516
2024-04-09 14:05:14.820213,21.84629440307617
2024-04-09 14:05:45.523619,22.037410736083984
2024-04-09 14:06:16.212204,22.008037567138672
2024-04-09 14:06:46.896060,21.869564056396484
2024-04-09 14:07:17.585482,21.87652587890625
2024-04-09 14:07:48.266894,21.88701629638672
2024-04-09 14:08:18.971985,21.806049346923828
2024-04-09 14:08:49.662478,21.80118560791016
2024-04-09 14:09:20.347544,21.94252014160156
2024-04-09 14:09:51.026897,21.663379669189453
2024-04-09 14:10:21.693497,21.75989151000977
2024-04-09 14:10:52.368450,21.90561294555664
2024-04-09 14:11:23.035332,21.979522705078125
2024-04-09 14:11:53.702848,21.7707633972168
2024-04-09 14:12:24.380375,21.85201644897461
2024-04-09 14:12:55.063303,21.85802459716797
2024-04-09 14:13:25.729489,22.232913970947266
2024-04-09 14:13:56.395108,21.777915954589844
2024-04-09 14:14:27.074566,25.85678100585937
2024-04-09 14:14:57.773048,25.18882751464844
2024-04-09 14:15:28.452369,57.42015838623047
2024-04-09 14:15:59.121414,26.5066146850586
2024-04-09 14:16:29.786991,23.06976318359375
2024-04-09 14:17:00.462021,22.577476501464844
2024-04-09 14:17:31.161480,22.16644287109375
2024-04-09 14:18:01.848706,22.3200798034668
2024-04-09 14:18:32.512889,22.490692138671875
2024-04-09 14:19:03.177618,22.06277847290039
2024-04-09 14:19:33.856193,21.99859619140625
2024-04-09 14:20:04.558547,22.181224822998047
2024-04-09 14:20:35.241668,21.884632110595703
2024-04-09 14:21:05.920113,22.34954833984375
